GameLevel ,TaskNo,Floor,RoomID,RoomName,Equipment,EquipmentType,HotSpotID,IsActiveZone,Rated Power(W),Voltage(V),Current(mA),Frequency(Hz),No_of_hours,Standby_power (W),Standby_hours,Number_of_fixtureUnits,Diversity_Factor(Reference),BrandName,ModelID,SerialNumber,YearOFManufacture,TemplateImage ,LogoImage,ProductImage1,ProductImage2,InwardGoodsInspectionReportImage,Total flux (Lumens),LuminousEfficacy(lm/w),CCT(oK),CRI,Length(m),Breadth(m),Height(m),SurfaceArea(Sq.m),OperatorID,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100,EnergyPERday,NoOFdays ,AnnualEnergy 
L1,T11,GF,Z10,Reception area,Hanging lights,Lighting,L1_T11_GF_Z10_H024,TRUE,25,250,100,50,18,0,0,8,0.7,Euclase,EP101,11,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520,260,655200
L1,T11,GF,Z11,Storage room,Hanging lights,Lighting,L1_T11_GF_Z11_H026,FALSE,25,250,100,50,2,0,0,8,0.5,Euclase,EP101,12,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,260,52000
L1,T11,GF,Z12,Corridor,Hanging lights,Lighting,L1_T11_GF_Z12_H027,FALSE,25,250,100,50,18,0,0,4,1,Euclase,EP101,13,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,260,468000
L1,T11,GF,Z13,Meeting room 3,Hanging lights,Lighting,L1_T11_GF_Z13_H028,FALSE,25,250,100,50,3,0,0,4,0.7,Euclase,EP101,14,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,260,54600
L1,T11,GF,Z14,Female toilet,Hanging Lights,Lighting,L1_T11_GF_Z14_H031,FALSE,25,250,100,50,8,0,0,2,0.7,Euclase,EP101,15,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,260,72800
L1,T11,GF,Z14,Female toilet,Can lights,Lighting,L1_T11_GF_Z14_H032,FALSE,5,250,100,50,8,0,0,4,0.7,Euclase,EC101,16,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,260,29120
L1,T11,GF,Z17,Corridor,Hanging lights,Lighting,L1_T11_GF_Z17_H035,FALSE,25,250,100,50,18,0,0,6,0.7,Euclase,EP101,17,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890,260,491400
L1,T11,GF,Z15,Server room,Hanging lights,Lighting,L1_T11_GF_Z15_H041,FALSE,25,250,100,50,12,0,0,4,0.7,Euclase,EP101,18,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,260,218400
L1,T11,GF,Z16,Pantry,Hanging lights,Lighting,L1_T11_GF_Z16_H049,FALSE,25,250,100,50,6,0,0,6,0.7,Euclase,EP101,19,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,260,163800
L1,T11,GF,Z18,Gym,Hanging Lights,Lighting,L1_T11_GF_Z18_H053,FALSE,25,250,100,50,1,0,0,24,0.7,Euclase,EP101,20,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,260,109200
L1,T11,FF,Z01,Male toilet,Hanging Lights,Lighting,L1_T11_FF_Z01_H054,TRUE,25,250,100,50,8,0,0,2,0.7,Euclase,EP101,21,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,FacilityManager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,260,72800
L1,T11,FF,Z01,Male toilet,Can lights,Lighting,L1_T11_FF_Z01_H055,TRUE,5,250,100,50,8,0,0,5,0.7,Euclase,EC101,22,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,FacilityManager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,260,36400
L1,T11,FF,Z02 ,Open-plan office,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z02_H058,TRUE,23,250,100,50,16,0,0,16,0.7,Euclase,ES101,23,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,122,3000,100,NA,NA,NA,NA,FacilityManager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4121.6,260,1071616
L1,T11,FF,Z04 ,Open-plan office,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z04_H061,TRUE,23,250,100,50,16,0,0,18,0.7,Euclase,ES101,24,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,122,3000,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4636.8,260,1205568
L1,T11,FF,Z06,AHU,Hanging Lights,Lighting,L1_T11_FF_Z06_H065,FALSE,25,250,100,50,1,0,0,4,0.7,Euclase,EP101,25,2026,https://drive.google.com/file/d/1KLDQIqGbxwSIGxYGy1JDXW85UE4VeUDy/view?usp=drive_link,https://drive.google.com/file/d/1j9Hh2G_mIM_Pbl6AVD0LV4rIeX09W6rX/view?usp=drive_link,https://phantom-load.in/media/images/Task11/ProductImage1/,https://phantom-load.in/media/images/Task11/ProductImage2/,NA,2800,112,4000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,260,18200
